slug,status,resolution,market_title,market_id,closed,endDate,resolutionSource,notes
nba-phx-min-2024-04-26,RESOLVED,Timberwolves,NBA: Phoenix Suns vs. Minnesota Timberwolves 2024-04-26,501180,True,2024-04-26T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nfl-hou-la-2025-09-07,RESOLVED,Rams,Texans vs. Rams,586221,True,2025-09-14T20:25:00Z,https://www.nfl.com/,
mlb-sf-det-2025-05-28,RESOLVED,Tigers,Giants vs. Tigers,547497,True,2025-06-04T17:10:00Z,https://www.mlb.com/,
will-the-highest-temperature-in-london-be-between-80-81f-on-july-16,RESOLVED,No,Will the highest temperature in London be between 80-81°F on July 16?,563209,True,2025-07-16T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-mufasa-the-lion-king-gross-between-64-70m-on-3-day-opening-weekend,RESOLVED,No,Will 'Mufasa: The Lion King' gross between $64-70m on 3-day opening weekend?,515259,True,2024-12-23T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-trump-say-thousand-million-billion-10-times-during-hannity-interview-on-august-15,RESOLVED,Yes,"Will Trump say ""Thousand / Million / Billion"" 10+ times during Hannity interview on August 15?",576767,True,2025-08-15T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-the-highest-temperature-in-london-be-between-69-70f-on-july-31,RESOLVED,No,Will the highest temperature in London be between 69-70°F on July 31?,569511,True,2025-07-31T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
msi-playoffs-ctbc-flying-oyster-vs-movistar-koi,RESOLVED,CTBC,MSI Playoffs: CTBC Flying Oyster vs. Movistar KOI,560172,True,2025-07-06T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
nba-was-chi-2025-04-11-spread-away-19pt5,RESOLVED,Bulls,Spread: Bulls (-19.5),536146,True,2025-04-19T00:00:00Z,https://www.nba.com/,
will-trump-say-joe-or-biden-3-times-at-medicare-drug-price-plan-event,RESOLVED,Yes,"Will Trump say ""Joe"" or ""Biden"" 3+ times at Medicare Drug Price Plan Event?",543397,True,2025-05-12T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nfl-was-det-2025-01-18,RESOLVED,Commanders,Commanders vs. Lions,518337,True,2025-01-26T01:00:00Z,https://www.nfl.com/,
will-the-price-of-ethereum-be-greater-than-4600-on-september-17-at-12pm-et,RESOLVED,No,"Will the price of Ethereum be greater than $4,600 on September 17 at 12PM ET?",601379,True,2025-09-17T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-ethereum-be-between-4200-and-4225-on-september-22-at-8am-et,RESOLVED,No,"Will the price of Ethereum be between $4,200 and $4,225 on September 22 at 8AM ET?",607331,True,2025-09-22T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
epl-bou-mac-2024-11-02-draw,RESOLVED,No,Will Bournemouth vs. Man City end in a draw?,511137,True,2024-11-02T15:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-lewis-hamilton-finish-ahead-of-max-verstappen-in-the-saudi-arabian-gran-prix,RESOLVED_UNKNOWN,,Will Lewis Hamilton finish ahead of Max Verstappen in the Saudi Arabian Gran Prix?,239794,True,2021-12-05T00:00:00Z,https://www.formula1.com/en/racing/2021.html,no payout==1 found
nba-atl-mia-2025-03-27-spread-home-2pt5,RESOLVED,Heat,Spread: Hawks (-2.5),531524,True,2025-04-03T23:30:00Z,https://www.nba.com/,
mlb-kc-laa-2025-09-25,RESOLVED,Royals,Royals vs. Angels,610870,True,2025-10-03T01:38:00Z,https://www.mlb.com/,
cs2-themongolz-inner-circle-esports-2025-10-05-game1,RESOLVED,Inner Circle Esports,Counter-Strike: TheMongolz vs Inner Circle Esports - Map 1 Winner,622031,True,2025-10-05T12:30:00Z,https://www.twitch.tv/ESLCS,
will-ferencvaros-beat-frankfurt,RESOLVED,No,Will Ferencvaros beat Frankfurt?,519568,True,2025-01-23T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-will-the-nets-beat-the-timberwolves-by-more-than-7pt5-points-in-their-december-3-matchup,RESOLVED_UNKNOWN,,NBA: Will the Nets beat the Timberwolves by more than 7.5 points in their December 3 matchup?,239800,True,2021-12-03T00:00:00Z,https://www.nba.com/games,no payout==1 found
will-the-marvels-gross-more-than-55-million-domestically-on-its-opening-weekend,RESOLVED,No,Will 'The Marvels' gross more than $55 million domestically on its opening weekend?,252845,True,2023-11-12T00:00:00Z,https://www.boxofficemojo.com/release/rl247366145/,
will-the-highest-temperature-in-new-york-city-be-between-78-79f-on-october-4,RESOLVED,No,Will the highest temperature in New York City be between 78-79°F on October 4?,619751,True,2025-10-04T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-nyk-cha-2025-03-20-total-225pt5,RESOLVED,Under,Over vs Under Line: 225.5,529085,True,2025-03-27T23:00:00Z,https://www.nba.com/,
xrp-up-or-down-august-18-4pm-et,RESOLVED,Down,"XRP Up or Down - August 18, 4PM ET",576669,True,2025-08-18T21:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
will-donald-trump-be-shown-12-or-more-times-at-the-super-bowl,RESOLVED,No,Will Donald Trump be shown 12 or more times at the Super Bowl?,522078,True,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-trump-say-china-10-or-more-times-during-pennsylvania-rally-on-october-9,RESOLVED,No,"Will Trump say ""China"" 10 or more times during Pennsylvania rally on October 9?",509244,True,2024-10-09T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
btc-up-or-down-15m-1759110300,RESOLVED,Down,"Bitcoin Up or Down - September 28, 9:45PM-10:00PM ET",616589,True,2025-09-29T02:00:00Z,https://data.chain.link/streams/btc-usd,
was-biden-campaign-call-fake,RESOLVED,No,Was Biden campaign call fake?,504029,True,2024-07-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-cardinals-beat-the-commanders-by-4-or-more-points,RESOLVED,Commanders,Will the Cardinals beat the Commanders by 4 or more points?,508344,True,2024-09-29T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nfl-will-the-bengals-beat-the-chargers-by-more-than-2pt5-points-in-their-december-5-matchup,RESOLVED_UNKNOWN,,NFL: Will the Bengals beat the Chargers by more than 2.5 points in their December 5 matchup?,239811,True,2021-12-05T00:00:00Z,https://www.nfl.com/scores/,no payout==1 found
will-joker-folie-deux-gross-between-135-150m-opening-weekend,RESOLVED,No,Will 'Joker: Folie à Deux' gross between $135-150m opening weekend?,506755,True,2024-10-07T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mlb-bos-tb-2025-09-20-total-8pt5,RESOLVED,Over,Boston Red Sox vs. Tampa Bay Rays: O/U 8.5,604876,True,2025-09-20T23:05:00Z,https://www.mlb.com/scores,
xrp-up-or-down-august-22-10pm-et,RESOLVED,Down,"XRP Up or Down - August 22, 10PM ET",578883,True,2025-08-23T03:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
ethereum-above-4600-on-august-18,RESOLVED,No,Ethereum above $4600 on August 18?,574925,True,2025-08-18T16:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-rektober-win-the-ansem-invitational-trading-competition,RESOLVED,No,Will Rektober win the Ansem Invitational trading competition?,587473,True,2025-09-16T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-multistrike-4h-1758931200-107pt5k,RESOLVED,Yes,"Will the price of Bitcoin be above $107,500 on September 26 at 8PM ET?",614484,True,2025-09-27T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-trump-say-trans-transgender-during-his-4th-of-july-remarks,RESOLVED,No,"Will Trump say ""Trans / Transgender"" during his 4th of July remarks?",553049,True,2025-07-04T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-highest-temperature-in-london-be-between-44-45f-on-february-7,RESOLVED,No,Will the highest temperature in London be between 44-45°F on February 7?,522006,True,2025-02-07T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-penny-mordaunt-be-next-uk-prime-minister,RESOLVED,No,Will Penny Mordaunt be next UK prime minister?,501765,True,2024-07-04T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-up-or-down-15m-1758249900,RESOLVED,Up,"Bitcoin Up or Down - September 18, 10:45PM-11:00PM ET",603394,True,2025-09-19T03:00:00Z,https://data.chain.link/streams/btc-usd,
mlb-sd-sf-2025-08-11,RESOLVED,Padres,Padres vs. Giants,574692,True,2025-08-19T01:45:00Z,https://www.mlb.com/,
will-ajax-beat-real-sociedad,RESOLVED,No,Will Ajax beat Real Sociedad?,514130,True,2024-11-28T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
us-open-swiatek-vs-pegula,RESOLVED,Pegula,US Open: Swiatek vs. Pegula,506271,True,2024-09-04T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
mlb-phi-mia-2025-09-06-nrfi,RESOLVED,No,NRFI: Phillies vs. Marlins,589185,True,2025-09-06T20:10:00Z,https://www.mlb.com/scores,
will-taiwan-counter-tariff-the-us-in-april,RESOLVED,No,Will Taiwan counter tariff the U.S. in April?,534247,True,2025-04-30T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-highest-temperature-in-london-be-75f-or-higher-on-august-30,RESOLVED,No,Will the highest temperature in London be 75°F or higher on August 30?,582673,True,2025-08-30T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-xrp-be-between-3pt06-and-3pt09-on-september-12-at-4pm-et,RESOLVED,Yes,Will the price of XRP be between $3.06 and $3.09 on September 12 at 4PM ET?,595305,True,2025-09-12T20:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
eth-up-or-down-15m-1757997000,RESOLVED,Up,"Ethereum Up or Down - September 16, 12:30AM-12:45AM ET",599663,True,2025-09-16T04:45:00Z,https://data.chain.link/streams/eth-usd,
f1-belgian-grand-prix-ferrari-vs-mercedes,RESOLVED,Ferrari ,F1 Belgian Grand Prix: Ferrari vs. Mercedes,561736,True,2025-07-27T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
mlb-sd-pit-2025-05-02,RESOLVED,Padres,Padres vs. Pirates,540650,True,2025-05-09T22:40:00Z,https://www.mlb.com/,
will-the-price-of-xrp-be-between-3pt09-and-3pt12-on-september-19-at-8pm-et,RESOLVED,No,Will the price of XRP be between $3.09 and $3.12 on September 19 at 8PM ET?,604460,True,2025-09-20T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-det-tor-2025-04-04-spread-home-13pt5,RESOLVED,Raptors,Spread: Pistons (-13.5),534007,True,2025-04-11T23:30:00Z,https://www.nba.com/,
will-the-price-of-xrp-be-between-3pt18-and-3pt21-on-september-13-at-8pm-et,RESOLVED,No,Will the price of XRP be between $3.18 and $3.21 on September 13 at 8PM ET?,596849,True,2025-09-14T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nhl-will-the-islanders-beat-the-blackhawks-by-more-than-1pt5-points-in-their-december-5-matchup,RESOLVED_UNKNOWN,,NHL: Will the Islanders beat the Blackhawks by more than 1.5 points in their December 5 matchup?,239843,True,2021-12-05T00:00:00Z,https://www.nhl.com/scores,no payout==1 found
democrats-nominate-prez-candidate-by-aug-7,RESOLVED,Yes,Democrats nominate Prez candidate by August 7? ,503942,True,2024-08-07T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
solana-up-or-down-august-25-11pm-et,RESOLVED,Down,"Solana Up or Down - August 25, 11PM ET",579741,True,2025-08-26T04:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
will-the-price-of-ethereum-be-greater-than-4650-on-september-18-at-12am-et,RESOLVED,No,"Will the price of Ethereum be greater than $4,650 on September 18 at 12AM ET?",602055,True,2025-09-18T04:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cbb-msm-quin-2025-03-06,RESOLVED,Quinnipiac,Mt. St. Mary's vs. Quinnipiac,526749,True,2025-03-13T23:00:00Z,https://www.ncaa.com/,
sol-multistrike-4h-1758931200-200,RESOLVED,Yes,Will the price of Solana be above $200 on September 26 at 8PM ET?,614534,True,2025-09-27T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-a-candidate-from-another-party-win-north-dakota-governor-election,RESOLVED,No,Will a candidate from another party win North Dakota Governor Election?,255375,True,2024-11-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nfl-den-gb-2024-08-18,RESOLVED,Broncos,Broncos vs. Packers,504933,True,2024-08-18T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
mlb-cws-tb-2025-07-21,RESOLVED,White Sox,White Sox vs. Rays,565258,True,2025-07-28T23:35:00Z,https://www.mlb.com/,
will-united-kingdom-finish-in-the-2025-eurovision-top-10,RESOLVED,No,Will United Kingdom finish in the 2025 Eurovision top 10?,535771,True,2025-05-17T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-price-of-ethereum-be-between-3925-and-3950-on-september-25-at-8am-et,RESOLVED,No,"Will the price of Ethereum be between $3,925 and $3,950 on September 25 at 8AM ET?",611941,True,2025-09-25T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-xrp-be-between-2pt97-and-3-on-september-8-at-4pm-et,RESOLVED,Yes,Will the price of XRP be between $2.97 and $3.00 on September 8 at 4PM ET?,590703,True,2025-09-08T20:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
solana-up-or-down-september-14-2pm-et,RESOLVED,Down,"Solana Up or Down - September 14, 2PM ET",595071,True,2025-09-14T19:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
sol-multistrike-4h-1758412800-238,RESOLVED,Yes,Will the price of Solana be above $238 on September 20 at 8PM ET?,605672,True,2025-09-21T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
ethereum-up-or-down-july-28-4pm-et,RESOLVED,Down,"Ethereum Up or Down - July 28, 4PM ET",567879,True,2025-07-28T21:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
will-the-highest-temperature-in-new-york-city-be-between-6869f-on-may-16,RESOLVED,No,Will the highest temperature in New York City be between 68–69°F on May 16?,544652,True,2025-05-16T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-purdue-win-the-big-ten-conference-tournament,RESOLVED,No,Will Purdue win the Big Ten conference tournament?,526165,True,2025-03-15T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mlb-sd-cws-2025-09-19-total-8pt5,RESOLVED,Under,San Diego Padres vs. Chicago White Sox: O/U 8.5,603615,True,2025-09-19T23:40:00Z,https://www.mlb.com/scores,
will-the-cowboys-hire-pete-carroll-as-their-next-head-coach,RESOLVED,No,Will the Cowboys hire Pete Carroll as their next head coach?,518380,True,2025-03-12T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mlb-sea-laa-2023-04-03,RESOLVED,Angels,MLB: Seattle Mariners vs. Los Angeles Angels 2023-04-03,249800,True,2023-04-03T00:00:00Z,https://www.mlb.com/,
btc-up-or-down-15m-1757812500,RESOLVED,Up,"Bitcoin Up or Down - September 13, 9:15PM-9:30PM ET",596974,True,2025-09-14T01:30:00Z,https://data.chain.link/streams/btc-usd,
ufc-fight-night-will-hill-vs-rountree-be-decided-by-any-other-method,RESOLVED,No,UFC Fight Night: Will Hill vs. Rountree be decided by any other method?,552063,True,2025-06-22T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
fight-night-will-yan-win-by-finish-2023-03-11,RESOLVED,No,Fight Night: Will Yan win by finish? (2023-03-11),249042,True,2023-03-10T00:00:00Z,https://www.ufc.com/event/ufc-fight-night-march-11-2023,
btc-multistrike-4h-1756958400-114pt5k,RESOLVED,No,"Will the price of Bitcoin be above $114,500 on September 4 at 12AM ET?",587354,True,2025-09-04T04:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
mlb-cws-hou-2025-06-11,RESOLVED,Astros,White Sox vs. Astros,551187,True,2025-06-19T00:10:00Z,https://www.mlb.com/,
xrp-multistrike-4h-1758988800-2pt73,RESOLVED,Yes,Will the price of XRP be above $2.73 on September 27 at 12PM ET?,615626,True,2025-09-27T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-poland-win,RESOLVED,No,Will Poland win?,502506,True,2024-06-16T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-jeremy-strong-win-lead-drama-actor-at-the-75th-emmys,RESOLVED,No,Will Jeremy Strong win Lead Drama Actor at the 75th Emmys?,253886,True,2024-01-16T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
eth-multistrike-4h-1757980800-4600,RESOLVED,No,"Will the price of Ethereum be above $4,600 on September 15 at 8PM ET?",599225,True,2025-09-16T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
sol-multistrike-4h-1758657600-216,RESOLVED,No,Will the price of Solana be above $216 on September 23 at 4PM ET?,609577,True,2025-09-23T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
ethereum-up-or-down-july-17-12am-et,RESOLVED,Up,"Ethereum Up or Down - July 17, 12AM ET",563467,True,2025-07-17T05:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
will-a-haunting-in-venice-gross-over-14m-opening-weekend,RESOLVED,Yes,Will 'A Haunting in Venice' gross over $14m opening weekend?,252237,True,2023-09-07T00:00:00Z,https://www.boxofficemojo.com/title/tt22687790/,
eth-multistrike-4h-1756713600-4375,RESOLVED,Yes,"Will the price of Ethereum be above $4,375 on September 1 at 4AM ET?",584699,True,2025-09-01T08:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
nhl-was-bos-2025-09-21,RESOLVED,WAS,WAS vs. Bruins,605038,True,2025-09-21T21:00:00Z,https://www.nhl.com/scores,
will-trump-say-china-10-or-more-times-during-wisconsin-rally,RESOLVED,No,"Will Trump say ""China"" 10 or more times during Wisconsin rally?",508991,True,2024-10-06T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
sol-multistrike-4h-1757721600-236,RESOLVED,Yes,Will the price of Solana be above $236 on September 12 at 8PM ET?,595510,True,2025-09-13T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
cfb-arz-iowast-2025-09-27-total-49pt5,RESOLVED,Over,O/U 49.5,608879,True,2025-09-27T23:00:00Z,https://www.ncaa.com/,
cavaliers-vs-magic-series-winner,RESOLVED,Cavaliers,Cavaliers vs. Magic Series Winner ,500986,True,2024-04-30T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
xrp-up-or-down-june-25-6am-et,RESOLVED,Up,"XRP Up or Down - June 25, 6AM ET",555129,True,2025-06-25T11:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
ufc-soriano-vs-veretennikov-2025-10-04,RESOLVED,Soriano,Soriano vs. Veretennikov,617536,True,2025-10-11T18:00:00Z,https://www.ufc.com/events,
solana-up-or-down-june-24-8pm-et,RESOLVED,Up,"Solana Up or Down - June 24, 8PM ET",554353,True,2025-06-25T01:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
nba-will-the-76ers-beat-the-hornets-by-more-than-6pt5-points-in-their-december-8-matchup,RESOLVED_UNKNOWN,,NBA: Will the 76ers beat the Hornets by more than 6.5 points in their December 8 matchup?,239918,True,2021-12-08T00:00:00Z,https://www.nba.com/games,no payout==1 found
guatemala-presidential-election-will-sandra-torres-win,RESOLVED,No,Guatemala Presidential Election: Will Sandra Torres win?,251248,True,2023-06-25T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-cowboys-beat-the-giants-by-6-or-more-points,RESOLVED,Giants,Will the Cowboys beat the Giants by 6 or more points?,508197,True,2024-09-26T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
ethereum-up-or-down-july-24-6pm-et,RESOLVED,Down,"Ethereum Up or Down - July 24, 6PM ET",566383,True,2025-07-24T23:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
mlb-chc-stl-2023-05-10,RESOLVED,Cubs,MLB: Chicago Cubs vs. St. Louis Cardinals 2023-05-10,250837,True,2023-05-10T00:00:00Z,https://www.mlb.com/,
btc-multistrike-4h-1757995200-114k,RESOLVED,Yes,"Will the price of Bitcoin be above $114,000 on September 16 at 12AM ET?",599465,True,2025-09-16T04:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
bitcoin-up-or-down-july-22-2am-et,RESOLVED,Up,"Bitcoin Up or Down - July 22, 2AM ET",556865,True,2025-07-22T07:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
nfl-lac-chi-2023-10-29,RESOLVED,Chargers,Chargers vs. Bears,252764,True,2023-10-29T00:00:00Z,https://www.nfl.com/,
nba-will-the-clippers-beat-the-celtics-by-more-than-2pt5-points-in-their-december-8-matchup,RESOLVED_UNKNOWN,,NBA: Will the Clippers beat the Celtics by more than 2.5 points in their December 8 matchup?,239926,True,2021-12-08T00:00:00Z,https://www.nba.com/games,no payout==1 found
btc-multistrike-4h-1758369600-113k,RESOLVED,Yes,"Will the price of Bitcoin be above $113,000 on September 20 at 8AM ET?",604938,True,2025-09-20T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
nba-mem-det-2025-04-05-spread-home-4pt5,RESOLVED,Grizzlies,Spread: Grizzlies (-4.5),534283,True,2025-04-12T23:00:00Z,https://www.nba.com/,
will-gallego-win-arizona-senate-election-by-3-or-more,RESOLVED,No,Will Gallego win Arizona Senate election by 3% or more?,512450,True,2024-12-17T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-buccaneers-and-cowboys-combine-for-49-or-more-points,RESOLVED,Over,Will the Buccaneers and Cowboys combine for 49 or more points?,516180,True,2024-12-22T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
xrp-above-3pt1-on-october-6,RESOLVED,No,Will the price of XRP be above $3.10 on October 6?,617099,True,2025-10-06T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
wnba-gsv-las-2025-08-03-moneyline,RESOLVED,Aces,Valkyries vs Aces,571034,True,2025-08-10T22:00:00Z,https://www.wnba.com/,
will-the-highest-temperature-in-new-york-city-be-between-6263f-on-may-14,RESOLVED,No,Will the highest temperature in New York City be between 62–63°F on May 14?,543559,True,2025-05-14T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-obama-say-thank-you-7-or-more-times-at-dnc-speech,RESOLVED,Yes,"Will Obama say ""Thank you"" 7 or more times at DNC speech?",505434,True,2024-08-20T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
btc-up-or-down-15m-1759591800,RESOLVED,Up,"Bitcoin Up or Down - October 4, 11:30AM-11:45AM ET",621608,True,2025-10-04T15:45:00Z,https://data.chain.link/streams/btc-usd,
cbb-scus-chso-2025-02-22,RESOLVED,USC Upstate,USC Upstate vs. Charleston Southern,523905,True,2025-03-01T19:00:00Z,https://www.ncaa.com/,
eth-up-or-down-15m-1759516200,RESOLVED,Down,"Ethereum Up or Down - October 3, 2:30PM-2:45PM ET",620733,True,2025-10-03T18:45:00Z,https://data.chain.link/streams/eth-usd,
btc-up-or-down-15m-1757962800,RESOLVED,Down,"Bitcoin Up or Down - September 15, 3:00PM-3:15PM ET",599019,True,2025-09-15T19:15:00Z,https://data.chain.link/streams/btc-usd,
bitcoin-up-or-down-september-24-8pm-et,RESOLVED,Down,"Bitcoin Up or Down - September 24, 8PM ET",608769,True,2025-09-25T01:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
atp-tien-vs-medvedev-2025-09-30,RESOLVED,Tien,China Open: Learner Tien vs Daniil Medvedev,617543,True,2025-10-07T09:00:00Z,https://www.atptour.com/en/scores/current,
bitcoin-up-or-down-september-12-10am-et,RESOLVED,Up,"Bitcoin Up or Down - September 12, 10AM ET",592893,True,2025-09-12T15:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-the-match-between-greece-and-england-end-in-a-draw,RESOLVED,No,Will the match between Greece and England end in a draw?,513010,True,2024-11-14T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
uel-lin-bra-2025-08-21-lin,RESOLVED,No,Will Lincoln Red Imps FC win on 2025-08-21?,579040,True,2025-08-21T19:00:00Z,https://www.uefa.com/uefaeuropaleague/,
will-ron-desantis-be-trumps-defense-secretary,RESOLVED,No,Will Ron DeSantis be Trump's Defense Secretary?,513102,True,2025-06-30T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-trump-say-china-7-or-more-times-in-wisconsin-speech-october-1,RESOLVED,Yes,"Will Trump say ""China"" 7 or more times in Wisconsin speech October 1?",508404,True,2024-10-01T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
eth-multistrike-4h-1758297600-4500,RESOLVED,No,"Will the price of Ethereum be above $4,500 on September 19 at 12PM ET?",603995,True,2025-09-19T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-trump-say-stargate-during-the-energy-and-innovation-summit-on-july-15,RESOLVED,No,"Will Trump say ""Stargate"" during the Energy and Innovation Summit on July 15?",562162,True,2025-07-15T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
bitcoin-up-or-down-september-16-2am-et,RESOLVED,Down,"Bitcoin Up or Down - September 16, 2AM ET",594883,True,2025-09-16T07:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-the-price-of-solana-be-between-200-and-210-on-september-5,RESOLVED,Yes,Will the price of Solana be between $200 and $210 on September 5?,583710,True,2025-09-05T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-elon-tweet-180194-times-july-1118,RESOLVED,Yes,Will Elon tweet 180–194 times July 11–18?,562677,True,2025-07-18T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
sol-multistrike-4h-1757649600-226,RESOLVED,Yes,Will the price of Solana be above $226 on September 12 at 12AM ET?,594376,True,2025-09-12T04:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
kamala-announces-vp-pick-in-july,RESOLVED,No,Kamala announces VP pick in July?,504007,True,2024-07-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-mike-carey-be-appointed-as-the-next-ohio-senator,RESOLVED,No,Will Mike Carey be appointed as the next Ohio senator?,512318,True,2025-06-30T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
